Jam-6,12,645,65,65,213
Jam-6,13,649,66,66,242
Jam-6,13,699,71,71,250
Jam-6,13,622,63,63,218
Jam-6,12,662,67,67,215
Jam-6,13,625,64,64,222
Jam-6,12,680,69,69,227
Jam-6,12,677,69,69,221
Jam-6,12,672,68,68,236
Jam-6,13,717,73,73,240
Jam-6,13,718,73,73,231
Jam-6,13,695,71,71,241
Jam-6,14,618,63,63,237
Jam-6,13,758,77,77,249
Jam-6,13,730,74,74,247
Jam-6,13,707,72,72,231
Jam-6,14,659,67,67,254
Jam-6,12,764,77,77,245
Jam-6,12,685,70,70,221
Jam-6,13,662,67,67,237
Jam-6,12,761,77,77,251
Jam-6,13,691,70,70,258
Jam-6,13,708,72,72,234
Jam-6,13,726,74,74,236
Jam-6,12,641,65,65,221
Jam-6,14,638,65,65,240
Jam-6,14,617,63,63,235
Jam-6,13,726,74,74,240
Jam-6,13,660,67,67,232
Jam-6,13,677,69,69,224
Jam-6,13,660,67,67,238
Jam-6,14,658,67,67,249
Jam-6,13,716,73,73,243
Jam-6,13,725,74,74,233
Jam-6,13,710,72,72,233
Jam-6,14,706,72,72,235
Jam-6,13,611,62,62,229
Jam-6,12,728,74,74,230
Jam-6,12,661,67,67,233
Jam-6,13,708,72,72,248
Jam-6,13,696,71,71,244
Jam-6,13,652,66,66,252
Jam-6,13,671,68,68,226
Jam-6,12,710,72,72,231
Jam-6,13,710,72,72,235
Jam-6,13,730,74,74,243
Jam-6,14,716,73,73,239
Jam-6,13,701,71,71,237
Jam-6,13,733,74,74,241
Jam-6,13,686,70,70,235
Jam-6,14,726,74,74,243
Jam-6,12,737,75,75,235
Jam-6,13,727,74,74,235
Jam-6,12,740,75,75,241
Jam-6,13,634,64,64,236
Jam-6,13,727,74,74,244
Jam-6,13,700,71,71,248
Jam-6,13,651,66,66,229
Jam-6,13,673,68,68,240
Jam-6,13,639,65,65,235
Jam-6,13,641,65,65,224
Jam-6,14,706,72,72,236
Jam-6,13,611,62,62,228
Jam-6,12,622,63,63,212
Jam-6,13,639,65,65,220
Jam-6,12,680,69,69,230
Jam-6,12,612,62,62,196
Jam-6,13,751,76,76,258
Jam-6,13,696,71,71,239
Jam-6,14,648,66,66,251
Jam-6,14,719,73,73,247
Jam-6,12,667,68,68,229
Jam-6,12,677,69,69,230
Jam-6,13,622,63,63,235
Jam-6,14,697,71,71,249
Jam-6,14,650,66,66,252
Jam-6,14,717,73,73,257
Jam-6,14,628,64,64,241
Jam-6,13,731,74,74,247
Jam-6,12,772,78,78,241
Jam-6,12,720,73,73,228
Jam-6,12,741,75,75,241
Jam-6,13,735,75,75,251
Jam-6,12,650,66,66,215
Jam-6,12,631,64,64,216
Jam-6,13,719,73,73,241
Jam-6,13,628,64,64,238
Jam-6,12,614,62,62,210
Jam-6,12,713,72,72,236
Jam-6,13,664,67,67,233
Jam-6,12,639,65,65,216
Jam-6,14,735,75,75,258
Jam-6,12,718,73,73,235
Jam-6,12,671,68,68,228
Jam-6,13,670,68,68,227
Jam-6,13,620,63,63,216
Jam-6,14,748,76,76,263
Jam-6,14,690,70,70,252
Jam-6,12,662,67,67,220
Jam-6,13,688,70,70,239
