Jam-16,21,23333,2537,2537,378
Jam-16,21,22701,2467,2467,437
Jam-16,21,23587,2568,2568,353
Jam-16,21,21203,2320,2320,388
Jam-16,21,23225,2526,2526,386
Jam-16,21,20689,2258,2258,364
Jam-16,21,21415,2330,2330,445
Jam-16,21,21100,2296,2296,372
Jam-16,21,21308,2322,2322,427
Jam-16,21,20801,2267,2267,388
Jam-16,21,21741,2374,2374,430
Jam-16,21,21213,2313,2313,398
Jam-16,21,22229,2421,2421,433
Jam-16,21,23517,2562,2562,361
Jam-16,21,22808,2488,2488,413
Jam-16,21,22562,2454,2454,429
Jam-16,21,23505,2559,2559,361
Jam-16,21,21536,2343,2343,457
Jam-16,21,21260,2319,2319,422
Jam-16,21,21358,2324,2324,403
Jam-16,21,20648,2253,2253,344
Jam-16,21,21760,2371,2371,436
Jam-16,21,22074,2400,2400,428
Jam-16,21,21458,2339,2339,421
Jam-16,21,21776,2377,2377,442
Jam-16,21,21438,2341,2341,407
Jam-16,21,21462,2342,2342,408
Jam-16,21,20845,2271,2271,368
Jam-16,21,22331,2434,2434,436
Jam-16,21,22741,2471,2471,440
Jam-16,21,21688,2364,2364,430
Jam-16,21,21249,2313,2313,429
Jam-16,21,22334,2431,2431,389
Jam-16,21,22230,2420,2420,427
Jam-16,21,20939,2280,2280,390
Jam-16,21,20666,2251,2251,359
Jam-16,21,23167,2527,2527,389
Jam-16,21,21110,2300,2300,419
Jam-16,21,21507,2344,2344,414
Jam-16,21,23465,2555,2555,369
Jam-16,21,23274,2537,2537,383
Jam-16,21,21929,2388,2388,452
Jam-16,21,23266,2534,2534,388
Jam-16,21,21418,2339,2339,392
Jam-16,21,21419,2337,2337,401
Jam-16,21,20747,2260,2260,374
Jam-16,21,22760,2482,2482,398
Jam-16,21,21011,2292,2292,392
Jam-16,21,22227,2422,2422,434
Jam-16,21,22791,2479,2479,417
Jam-16,21,22085,2412,2412,442
Jam-16,21,22864,2479,2479,416
Jam-16,21,22344,2438,2438,365
Jam-16,21,21807,2377,2377,453
Jam-16,21,22136,2410,2410,422
Jam-16,21,21415,2334,2334,436
Jam-16,21,21304,2327,2327,415
Jam-16,21,22232,2429,2429,402
Jam-16,21,23259,2538,2538,373
Jam-16,21,21878,2388,2388,413
Jam-16,21,20639,2252,2252,356
Jam-16,21,23060,2513,2513,398
Jam-16,21,21567,2345,2345,462
Jam-16,21,22608,2466,2466,388
Jam-16,21,22964,2494,2494,419
Jam-16,21,20770,2267,2267,343
Jam-16,21,22250,2425,2425,402
Jam-16,21,20779,2260,2260,373
Jam-16,21,23454,2556,2556,355
Jam-16,21,22914,2495,2495,413
Jam-16,21,20917,2280,2280,427
Jam-16,21,21189,2314,2314,368
Jam-16,21,23015,2505,2505,373
Jam-16,21,22394,2445,2445,426
Jam-16,21,21362,2331,2331,411
Jam-16,21,21072,2297,2297,390
Jam-16,21,22852,2486,2486,423
Jam-16,21,21242,2316,2316,396
Jam-16,21,21241,2313,2313,397
Jam-16,21,21320,2329,2329,415
Jam-16,21,21175,2309,2309,408
Jam-16,21,23082,2508,2508,398
Jam-16,21,22159,2415,2415,439
Jam-16,21,22708,2474,2474,410
Jam-16,21,22944,2501,2501,393
Jam-16,21,21252,2317,2317,419
Jam-16,21,21257,2313,2313,441
Jam-16,21,22798,2484,2484,417
Jam-16,21,23004,2509,2509,404
Jam-16,21,20589,2246,2246,354
Jam-16,21,20711,2258,2258,375
Jam-16,21,20811,2266,2266,403
Jam-16,21,22055,2404,2404,431
Jam-16,21,20976,2281,2281,438
Jam-16,21,20641,2251,2251,346
Jam-16,21,23529,2562,2562,357
Jam-16,21,22288,2427,2427,443
Jam-16,21,21084,2304,2304,377
Jam-16,21,23041,2508,2508,403
Jam-16,21,21920,2393,2393,445
