Jam-7,13,58621,4780,4780,1155
Jam-7,13,53041,4330,4330,1298
Jam-7,13,52468,4287,4287,1233
Jam-7,13,53008,4333,4333,1275
Jam-7,13,52823,4316,4316,1274
Jam-7,13,52822,4314,4314,1256
Jam-7,13,54209,4420,4420,1371
Jam-7,13,52656,4299,4299,1245
Jam-7,13,52292,4274,4274,1217
Jam-7,13,53305,4350,4350,1307
Jam-7,13,53151,4341,4341,1295
Jam-7,13,52323,4278,4278,1219
Jam-7,13,52514,4289,4289,1229
Jam-7,13,52805,4311,4311,1249
Jam-7,13,52549,4294,4294,1251
Jam-7,13,54817,4475,4475,1352
Jam-7,13,52253,4271,4271,1208
Jam-7,13,55183,4492,4492,1404
Jam-7,13,52776,4314,4314,1255
Jam-7,13,54000,4407,4407,1368
Jam-7,13,52984,4325,4325,1259
Jam-7,13,53748,4386,4386,1326
Jam-7,13,52408,4281,4281,1224
Jam-7,13,53241,4345,4345,1313
Jam-7,13,52312,4276,4276,1211
Jam-7,13,53970,4401,4401,1354
Jam-7,13,53734,4391,4391,1309
Jam-7,13,52785,4312,4312,1263
Jam-7,13,52280,4273,4273,1217
Jam-7,13,52702,4304,4304,1257
Jam-7,13,52172,4265,4265,1196
Jam-7,13,52473,4290,4290,1233
Jam-7,13,52191,4267,4267,1198
Jam-7,13,52488,4289,4289,1233
Jam-7,13,52922,4321,4321,1285
Jam-7,13,52907,4325,4325,1273
Jam-7,13,52923,4321,4321,1294
Jam-7,13,52613,4300,4300,1249
Jam-7,13,52291,4274,4274,1207
Jam-7,13,52459,4287,4287,1230
Jam-7,13,52475,4286,4286,1239
Jam-7,13,52515,4292,4292,1235
Jam-7,13,52402,4282,4282,1233
Jam-7,13,53890,4395,4395,1359
Jam-7,13,53437,4362,4362,1301
Jam-7,13,52947,4324,4324,1279
Jam-7,13,52508,4292,4292,1233
Jam-7,13,52378,4280,4280,1217
Jam-7,13,52459,4291,4291,1236
Jam-7,13,52899,4321,4321,1291
Jam-7,13,54729,4455,4455,1389
Jam-7,13,53078,4334,4334,1284
Jam-7,13,52846,4315,4315,1252
Jam-7,13,52450,4286,4286,1228
Jam-7,13,53049,4335,4335,1279
Jam-7,13,52210,4268,4268,1204
Jam-7,13,52257,4272,4272,1206
Jam-7,13,52240,4270,4270,1205
Jam-7,13,52784,4309,4309,1254
Jam-7,13,52726,4305,4305,1254
Jam-7,13,53293,4353,4353,1315
Jam-7,13,53606,4369,4369,1335
Jam-7,13,52474,4290,4290,1233
Jam-7,13,53242,4349,4349,1317
Jam-7,13,52620,4300,4300,1253
Jam-7,13,56317,4581,4581,1450
Jam-7,13,53960,4407,4407,1344
Jam-7,13,53459,4365,4365,1316
Jam-7,13,53834,4398,4398,1352
Jam-7,13,52742,4313,4313,1240
Jam-7,13,52356,4278,4278,1219
Jam-7,13,52606,4301,4301,1244
Jam-7,13,53422,4362,4362,1292
Jam-7,13,52584,4294,4294,1256
Jam-7,13,54159,4419,4419,1357
Jam-7,13,53650,4378,4378,1343
Jam-7,13,54790,4471,4471,1406
Jam-7,13,53930,4399,4399,1343
Jam-7,13,52720,4308,4308,1250
Jam-7,13,53315,4349,4349,1322
Jam-7,13,53356,4356,4356,1323
Jam-7,13,52255,4271,4271,1211
Jam-7,13,55018,4487,4487,1432
Jam-7,13,52679,4303,4303,1244
Jam-7,13,52741,4312,4312,1248
Jam-7,13,53314,4354,4354,1290
Jam-7,13,52651,4301,4301,1254
Jam-7,13,52304,4274,4274,1219
Jam-7,13,52481,4288,4288,1245
Jam-7,13,52443,4285,4285,1222
Jam-7,13,53113,4336,4336,1293
Jam-7,13,53594,4369,4369,1333
Jam-7,13,53578,4374,4374,1318
Jam-7,13,52268,4271,4271,1219
Jam-7,13,52196,4267,4267,1201
Jam-7,13,53659,4380,4380,1334
Jam-7,13,54114,4412,4412,1365
Jam-7,13,54472,4447,4447,1417
Jam-7,13,53398,4364,4364,1311
Jam-7,13,52531,4293,4293,1236
