A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,difficulty,5
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,experienced,4
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,experienced_game,1
A18QU0YQB6Q8DF:3VE8AYVF8N5BS2NU6U3TMN50JMNF8V,strategy,		just tried to find the correct pattern	
A2TQNX64349OZ9:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,difficulty,7
A2TQNX64349OZ9:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,experienced,3
A2TQNX64349OZ9:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,experienced_game,0
A2TQNX64349OZ9:3WSELTNVR4AZUVYAYCSWZIQW0J4ATB,strategy,			Move them around like crazy.... I was pretty lost.
A21S7MA9DCW95E:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,difficulty,4
A21S7MA9DCW95E:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,experienced,5
A21S7MA9DCW95E:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,experienced_game,1
A21S7MA9DCW95E:3X87C8JFV7JQ2BSCY8KSFD9F2ILSQK,strategy,		I just sought out the piece that was the most in the way and tried to figure out where it needed to go. 	
A2RTJ6BDY0DZVZ:3IJXV6UZ1YR1KY4G6BFEG1DXP7SRI1,difficulty,7
A2RTJ6BDY0DZVZ:3IJXV6UZ1YR1KY4G6BFEG1DXP7SRI1,experienced,7
A2RTJ6BDY0DZVZ:3IJXV6UZ1YR1KY4G6BFEG1DXP7SRI1,experienced_game,2
A2RTJ6BDY0DZVZ:3IJXV6UZ1YR1KY4G6BFEG1DXP7SRI1,strategy,		I tried to figure out the number of squares the puzzle would take up to move things around	
A3NMQ3019X6YE0:3I2PTA7R3U2SESF4TZBQORI5LSJQKK,difficulty,6
A3NMQ3019X6YE0:3I2PTA7R3U2SESF4TZBQORI5LSJQKK,experienced,5
A3NMQ3019X6YE0:3I2PTA7R3U2SESF4TZBQORI5LSJQKK,experienced_game,2
A3NMQ3019X6YE0:3I2PTA7R3U2SESF4TZBQORI5LSJQKK,strategy,			Just tried to sort through the blue ones to move so I could rearrange and get the red car out.
