A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,difficulty,6
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,experienced,5
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,experienced_game,3
A30KYQGABO7JER:37TD41K0AIHM8AITTQJXV8KY05QCSB,strategy,I worked backwards. I tried to find the ways to move away the longer sticks in front of the exit to clear the path
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,difficulty,5
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,experienced,5
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,experienced_game,1
A3NMQ3019X6YE0:3V5Q80FXIYZ5QB5C6ITQBN30WY823U,strategy,	I just worked it out by moving around in the available spaces until I could get the car through to the exit.		
A13BZCNJ0WR1T7:3TYCR1GOTDRCCQYD1V64UK7OHTBZLQ,difficulty,3
A13BZCNJ0WR1T7:3TYCR1GOTDRCCQYD1V64UK7OHTBZLQ,experienced,8
A13BZCNJ0WR1T7:3TYCR1GOTDRCCQYD1V64UK7OHTBZLQ,experienced_game,3
A13BZCNJ0WR1T7:3TYCR1GOTDRCCQYD1V64UK7OHTBZLQ,strategy,Small blocks go to the bottom left and the big long ones go on the bottom mostly...	
A1EY7WONSYGBVY:3O6CYIULEE9B1LG2ZMEYM39PDJKUWB,difficulty,2
A1EY7WONSYGBVY:3O6CYIULEE9B1LG2ZMEYM39PDJKUWB,experienced,9
A1EY7WONSYGBVY:3O6CYIULEE9B1LG2ZMEYM39PDJKUWB,experienced_game,4
A1EY7WONSYGBVY:3O6CYIULEE9B1LG2ZMEYM39PDJKUWB,strategy,		no	
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,difficulty,5
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,experienced,5
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,experienced_game,2
A1AKX1C8GCVCTP:3H0W84IWBLAP4T2UASPNVMF5ZH7ER9,strategy,			guessing
